chr10:114757349-114759349	1	chr10:114792602-114841400
chr16:30669100-30671100	1	chr16:31153505-31153675
chr16:30669505-30669790	1	chr16:30721242-30729414
chr16:30669505-30669790	1	chr16:30747398-30755461
chr16:30669505-30669790	1	chr16:30749050-30754714
chr16:30669505-30669790	1	chr16:30749130-30756602
chr16:30669505-30669790	1	chr16:30751900-30753900
chr16:30669505-30669790	1	chr16:30934300-30936300
chr16:30669505-30669790	1	chr16:31152700-31154700
chr16:30669505-30669790	1	chr16:31152900-31154900
chr16:30669505-30669790	1	chr16:31153505-31153675
chr16:30721242-30729414	1	chr16:30747398-30755461
chr16:30721242-30729414	1	chr16:30749050-30754714
chr16:30721242-30729414	1	chr16:30751900-30753900
chr16:30721242-30729414	1	chr16:31153505-31153675
chr16:30747398-30755461	1	chr16:30749050-30754714
chr16:30747398-30755461	1	chr16:30751900-30753900
chr16:30747398-30755461	1	chr16:31153505-31153675
chr16:30749050-30754714	1	chr16:30751900-30753900
chr16:30749050-30754714	1	chr16:31153505-31153675
chr16:30749130-30756602	1	chr16:30751900-30753900
chr16:30749130-30756602	1	chr16:30934300-30936300
chr16:30749130-30756602	1	chr16:31152700-31154700
chr16:30749130-30756602	1	chr16:31152900-31154900
chr16:30749130-30756602	1	chr16:31153505-31153675
chr16:30751900-30753900	1	chr16:30934300-30936300
chr16:30751900-30753900	1	chr16:31152700-31154700
chr16:30751900-30753900	1	chr16:31152900-31154900
chr16:30751900-30753900	1	chr16:31153505-31153675
chr16:30934300-30936300	1	chr16:31152700-31154700
chr16:30934300-30936300	1	chr16:31152900-31154900
chr16:30934300-30936300	1	chr16:31153505-31153675
chr16:31152700-31154700	1	chr16:31152900-31154900
chr16:31152700-31154700	1	chr16:31153505-31153675
chr16:31152900-31154900	1	chr16:31153505-31153675
chr16:52586002-52588400	1	chr16:52590402-52600200
chr16:53799602-53801200	1	chr16:53829465-53831465
chr16:68738002-68739200	1	chr16:68740002-68742600
chr16:68738002-68739200	1	chr16:68748802-68750800
chr16:68738002-68739200	1	chr16:68751380-68753381
chr16:68740002-68742600	1	chr16:68748802-68750800
chr16:68740002-68742600	1	chr16:68751380-68753381
chr16:68748802-68750800	1	chr16:68751380-68753381
chr16:68807602-68838400	1	chr9:6364683-6366683
chr17:15879602-15880800	1	chr17:16125784-16127785
chr17:15879602-15880800	1	chr17:16127122-16129123
chr17:16125784-16127785	1	chr17:16127122-16129123
chr17:26132301-26139107	1	chr7:26135202-26143600
chr17:38028120-38030120	1	chr17:38071002-38082600
chr17:41278202-41283200	1	chr17:41442802-41451800
chr17:55928202-56033000	1	chr17:56402802-56429200
chr17:55928202-56033000	1	chr17:56490423-56492424
chr17:55928202-56033000	1	chr17:56564602-56566000
chr17:55928202-56033000	1	chr17:56685893-56687894
chr17:55928202-56033000	1	chr17:56686036-56688037
chr17:55928202-56033000	1	chr17:56726563-56728564
chr17:55928202-56033000	1	chr17:56819202-56819800
chr17:55928202-56033000	1	chr17:56840079-56842080
chr17:55928202-56033000	1	chr17:57030202-57030600
chr17:55928202-56033000	1	chr17:57231982-57233983
chr17:55928202-56033000	1	chr17:57286802-57287400
chr17:55928202-56033000	1	chr17:57288002-57291600
chr17:55928202-56033000	1	chr17:57900602-57938400
chr17:56402802-56429200	1	chr17:56490423-56492424
chr17:56402802-56429200	1	chr17:56564602-56566000
chr17:56402802-56429200	1	chr17:56685893-56687894
chr17:56402802-56429200	1	chr17:56686036-56688037
chr17:56402802-56429200	1	chr17:56726563-56728564
chr17:56402802-56429200	1	chr17:56819202-56819800
chr17:56402802-56429200	1	chr17:56840079-56842080
chr17:56402802-56429200	1	chr17:57030202-57030600
chr17:56402802-56429200	1	chr17:57231982-57233983
chr17:56402802-56429200	1	chr17:57286802-57287400
chr17:56402802-56429200	1	chr17:57288002-57291600
chr17:56402802-56429200	1	chr17:57900602-57938400
chr17:56490423-56492424	1	chr17:56564602-56566000
chr17:56490423-56492424	1	chr17:56685893-56687894
chr17:56490423-56492424	1	chr17:56686036-56688037
chr17:56490423-56492424	1	chr17:56726563-56728564
chr17:56490423-56492424	1	chr17:56819202-56819800
chr17:56490423-56492424	1	chr17:56840079-56842080
chr17:56490423-56492424	1	chr17:57030202-57030600
chr17:56490423-56492424	1	chr17:57231982-57233983
chr17:56490423-56492424	1	chr17:57286802-57287400
chr17:56490423-56492424	1	chr17:57288002-57291600
chr17:56490423-56492424	1	chr17:57900602-57938400
chr17:56564602-56566000	1	chr17:56685893-56687894
chr17:56564602-56566000	1	chr17:56686036-56688037
chr17:56564602-56566000	1	chr17:56726563-56728564
chr17:56564602-56566000	1	chr17:56819202-56819800
chr17:56564602-56566000	1	chr17:56840079-56842080
chr17:56564602-56566000	1	chr17:57030202-57030600
chr17:56564602-56566000	1	chr17:57231982-57233983
chr17:56564602-56566000	1	chr17:57286802-57287400
chr17:56564602-56566000	1	chr17:57288002-57291600
chr17:56564602-56566000	1	chr17:57900602-57938400
chr17:56685893-56687894	1	chr17:56686036-56688037
chr17:56685893-56687894	1	chr17:56726563-56728564
chr17:56685893-56687894	1	chr17:56819202-56819800
chr17:56685893-56687894	1	chr17:56840079-56842080
chr17:56685893-56687894	1	chr17:57030202-57030600
chr17:56685893-56687894	1	chr17:57231982-57233983
chr17:56685893-56687894	1	chr17:57286802-57287400
chr17:56685893-56687894	1	chr17:57288002-57291600
chr17:56685893-56687894	1	chr17:57900602-57938400
chr17:56686036-56688037	1	chr17:56726563-56728564
chr17:56686036-56688037	1	chr17:56819202-56819800
chr17:56686036-56688037	1	chr17:56840079-56842080
chr17:56686036-56688037	1	chr17:57030202-57030600
chr17:56686036-56688037	1	chr17:57231982-57233983
chr17:56686036-56688037	1	chr17:57286802-57287400
chr17:56686036-56688037	1	chr17:57288002-57291600
chr17:56686036-56688037	1	chr17:57900602-57938400
chr17:56726563-56728564	1	chr17:56819202-56819800
chr17:56726563-56728564	1	chr17:56840079-56842080
chr17:56726563-56728564	1	chr17:57030202-57030600
chr17:56726563-56728564	1	chr17:57231982-57233983
chr17:56726563-56728564	1	chr17:57286802-57287400
chr17:56726563-56728564	1	chr17:57288002-57291600
chr17:56726563-56728564	1	chr17:57900602-57938400
chr17:56819202-56819800	1	chr17:56840079-56842080
chr17:56819202-56819800	1	chr17:57030202-57030600
chr17:56819202-56819800	1	chr17:57231982-57233983
chr17:56819202-56819800	1	chr17:57286802-57287400
chr17:56819202-56819800	1	chr17:57288002-57291600
chr17:56819202-56819800	1	chr17:57900602-57938400
chr17:56840079-56842080	1	chr17:57030202-57030600
chr17:56840079-56842080	1	chr17:57231982-57233983
chr17:56840079-56842080	1	chr17:57286802-57287400
chr17:56840079-56842080	1	chr17:57288002-57291600
chr17:56840079-56842080	1	chr17:57900602-57938400
chr17:57030202-57030600	1	chr17:57231982-57233983
chr17:57030202-57030600	1	chr17:57286802-57287400
chr17:57030202-57030600	1	chr17:57288002-57291600
chr17:57030202-57030600	1	chr17:57900602-57938400
chr17:57231982-57233983	1	chr17:57286802-57287400
chr17:57231982-57233983	1	chr17:57288002-57291600
chr17:57231982-57233983	1	chr17:57900602-57938400
chr17:57286802-57287400	1	chr17:57288002-57291600
chr17:57286802-57287400	1	chr17:57900602-57938400
chr17:57288002-57291600	1	chr17:57900602-57938400
chr17:59234602-59239400	1	chr17:59453602-59460200
chr17:59366002-59367600	1	chr17:59375306-59377307
chr17:59366002-59367600	1	chr17:59376191-59378192
chr17:59366002-59367600	1	chr17:59524138-59526139
chr17:59366002-59367600	1	chr17:59714852-59716853
chr17:59366002-59367600	1	chr17:59721479-59723480
chr17:59366002-59367600	1	chr17:59721480-59723481
chr17:59366002-59367600	1	chr17:59788086-59790087
chr17:59366002-59367600	1	chr20:55683202-55685000
chr17:59366002-59367600	1	chr20:55700207-55702208
chr17:59366002-59367600	1	chr20:55701731-55703732
chr17:59366002-59367600	1	chr20:55773202-55775000
chr17:59366002-59367600	1	chr20:55794802-55796000
chr17:59366002-59367600	1	chr20:55828393-55830394
chr17:59375306-59377307	1	chr17:59376191-59378192
chr17:59375306-59377307	1	chr17:59524138-59526139
chr17:59375306-59377307	1	chr17:59714852-59716853
chr17:59375306-59377307	1	chr17:59721479-59723480
chr17:59375306-59377307	1	chr17:59721480-59723481
chr17:59375306-59377307	1	chr17:59788086-59790087
chr17:59375306-59377307	1	chr20:55683202-55685000
chr17:59375306-59377307	1	chr20:55700207-55702208
chr17:59375306-59377307	1	chr20:55701731-55703732
chr17:59375306-59377307	1	chr20:55773202-55775000
chr17:59375306-59377307	1	chr20:55794802-55796000
chr17:59375306-59377307	1	chr20:55828393-55830394
chr17:59376191-59378192	1	chr17:59524138-59526139
chr17:59376191-59378192	1	chr17:59714852-59716853
chr17:59376191-59378192	1	chr17:59721479-59723480
chr17:59376191-59378192	1	chr17:59721480-59723481
chr17:59376191-59378192	1	chr17:59788086-59790087
chr17:59376191-59378192	1	chr20:55683202-55685000
chr17:59376191-59378192	1	chr20:55700207-55702208
chr17:59376191-59378192	1	chr20:55701731-55703732
chr17:59376191-59378192	1	chr20:55773202-55775000
chr17:59376191-59378192	1	chr20:55794802-55796000
chr17:59376191-59378192	1	chr20:55828393-55830394
chr17:59524138-59526139	1	chr17:59714852-59716853
chr17:59524138-59526139	1	chr17:59721479-59723480
chr17:59524138-59526139	1	chr17:59721480-59723481
chr17:59524138-59526139	1	chr17:59788086-59790087
chr17:59524138-59526139	1	chr20:55683202-55685000
chr17:59524138-59526139	1	chr20:55700207-55702208
chr17:59524138-59526139	1	chr20:55701731-55703732
chr17:59524138-59526139	1	chr20:55773202-55775000
chr17:59524138-59526139	1	chr20:55794802-55796000
chr17:59524138-59526139	1	chr20:55828393-55830394
chr17:59714852-59716853	1	chr17:59721479-59723480
chr17:59714852-59716853	1	chr17:59721480-59723481
chr17:59714852-59716853	1	chr17:59788086-59790087
chr17:59714852-59716853	1	chr20:55683202-55685000
chr17:59714852-59716853	1	chr20:55700207-55702208
chr17:59714852-59716853	1	chr20:55701731-55703732
chr17:59714852-59716853	1	chr20:55773202-55775000
chr17:59714852-59716853	1	chr20:55794802-55796000
chr17:59714852-59716853	1	chr20:55828393-55830394
chr17:59721479-59723480	1	chr17:59721480-59723481
chr17:59721479-59723480	1	chr17:59788086-59790087
chr17:59721479-59723480	1	chr20:55683202-55685000
chr17:59721479-59723480	1	chr20:55700207-55702208
chr17:59721479-59723480	1	chr20:55701731-55703732
chr17:59721479-59723480	1	chr20:55773202-55775000
chr17:59721479-59723480	1	chr20:55794802-55796000
chr17:59721479-59723480	1	chr20:55828393-55830394
chr17:59721480-59723481	1	chr17:59788086-59790087
chr17:59721480-59723481	1	chr20:55683202-55685000
chr17:59721480-59723481	1	chr20:55700207-55702208
chr17:59721480-59723481	1	chr20:55701731-55703732
chr17:59721480-59723481	1	chr20:55773202-55775000
chr17:59721480-59723481	1	chr20:55794802-55796000
chr17:59721480-59723481	1	chr20:55828393-55830394
chr17:59788086-59790087	1	chr20:55683202-55685000
chr17:59788086-59790087	1	chr20:55700207-55702208
chr17:59788086-59790087	1	chr20:55701731-55703732
chr17:59788086-59790087	1	chr20:55773202-55775000
chr17:59788086-59790087	1	chr20:55794802-55796000
chr17:59788086-59790087	1	chr20:55828393-55830394
chr17:61042869-61044869	1	chr17:61513469-61515469
chr17:61042869-61044869	1	chr17:61776669-61778669
chr17:61513469-61515469	1	chr17:61776669-61778669
chr17:68675303-68677303	1	chr17:68697977-68699977
chr17:68675303-68677303	1	chr17:68734530-68736530
chr17:68675303-68677303	1	chr17:68746322-68748322
chr17:68675303-68677303	1	chr17:68771750-68773750
chr17:68675303-68677303	1	chr17:69107202-69108400
chr17:68675303-68677303	1	chr17:69107655-69109655
chr17:68675303-68677303	1	chr17:69107753-69109753
chr17:68675303-68677303	1	chr17:69705602-69706600
chr17:68697977-68699977	1	chr17:68734530-68736530
chr17:68697977-68699977	1	chr17:68746322-68748322
chr17:68697977-68699977	1	chr17:68771750-68773750
chr17:68697977-68699977	1	chr17:69107202-69108400
chr17:68697977-68699977	1	chr17:69107655-69109655
chr17:68697977-68699977	1	chr17:69107753-69109753
chr17:68697977-68699977	1	chr17:69705602-69706600
chr17:68734530-68736530	1	chr17:68746322-68748322
chr17:68734530-68736530	1	chr17:68771750-68773750
chr17:68734530-68736530	1	chr17:69107202-69108400
chr17:68734530-68736530	1	chr17:69107655-69109655
chr17:68734530-68736530	1	chr17:69107753-69109753
chr17:68734530-68736530	1	chr17:69705602-69706600
chr17:68746322-68748322	1	chr17:68771750-68773750
chr17:68746322-68748322	1	chr17:69107202-69108400
chr17:68746322-68748322	1	chr17:69107655-69109655
chr17:68746322-68748322	1	chr17:69107753-69109753
chr17:68746322-68748322	1	chr17:69705602-69706600
chr17:68771750-68773750	1	chr17:69107202-69108400
chr17:68771750-68773750	1	chr17:69107655-69109655
chr17:68771750-68773750	1	chr17:69107753-69109753
chr17:68771750-68773750	1	chr17:69705602-69706600
chr17:69107202-69108400	1	chr17:69107655-69109655
chr17:69107202-69108400	1	chr17:69107753-69109753
chr17:69107202-69108400	1	chr17:69705602-69706600
chr17:69107655-69109655	1	chr17:69107753-69109753
chr17:69107655-69109655	1	chr17:69705602-69706600
chr17:69107753-69109753	1	chr17:69705602-69706600
chr17:6918802-6938800	1	chr17:6938213-6940214
chr17:6918802-6938800	1	chr17:7464409-7466410
chr17:6918802-6938800	1	chr17:7531602-7539800
chr17:6918802-6938800	1	chr17:7576002-7581800
chr17:6918802-6938800	1	chr17:7620215-7622216
chr17:6918802-6938800	1	chr17:8021402-8024200
chr17:6918802-6938800	1	chr17:8025793-8027794
chr17:6938213-6940214	1	chr17:7464409-7466410
chr17:6938213-6940214	1	chr17:7531602-7539800
chr17:6938213-6940214	1	chr17:7576002-7581800
chr17:6938213-6940214	1	chr17:7620215-7622216
chr17:6938213-6940214	1	chr17:8021402-8024200
chr17:6938213-6940214	1	chr17:8025793-8027794
chr17:71006202-71007000	1	chr17:71011473-71013473
chr17:7464409-7466410	1	chr17:7531602-7539800
chr17:7464409-7466410	1	chr17:7576002-7581800
chr17:7464409-7466410	1	chr17:7620215-7622216
chr17:7464409-7466410	1	chr17:8021402-8024200
chr17:7464409-7466410	1	chr17:8025793-8027794
chr17:7531602-7539800	1	chr17:7576002-7581800
chr17:7531602-7539800	1	chr17:7620215-7622216
chr17:7531602-7539800	1	chr17:8021402-8024200
chr17:7531602-7539800	1	chr17:8025793-8027794
chr17:7576002-7581800	1	chr17:7620215-7622216
chr17:7576002-7581800	1	chr17:8021402-8024200
chr17:7576002-7581800	1	chr17:8025793-8027794
chr17:7620215-7622216	1	chr17:8021402-8024200
chr17:7620215-7622216	1	chr17:8025793-8027794
chr17:8021402-8024200	1	chr17:8025793-8027794
chr17:81024312-81026312	1	chr17:81140430-81154155
chr17:81024312-81026312	1	chr17:81145437-81154157
chr17:81140430-81154155	1	chr17:81145437-81154157
chr19:45347961-45349961	1	chr19:45392761-45394761
chr19:45347961-45349961	1	chr19:45811525-45811675
chr19:45347961-45349961	1	chr19:45942780-45943010
chr19:45347961-45349961	1	chr19:45953361-45955361
chr19:45347961-45349961	1	chr19:45953761-45955761
chr19:45347961-45349961	1	chr19:45972165-45972315
chr19:45347961-45349961	1	chr19:45980761-45982761
chr19:45347961-45349961	1	chr19:45981680-45981935
chr19:45347961-45349961	1	chr19:46319965-46320115
chr19:45392761-45394761	1	chr19:45811525-45811675
chr19:45392761-45394761	1	chr19:45942780-45943010
chr19:45392761-45394761	1	chr19:45953361-45955361
chr19:45392761-45394761	1	chr19:45953761-45955761
chr19:45392761-45394761	1	chr19:45972165-45972315
chr19:45392761-45394761	1	chr19:45980761-45982761
chr19:45392761-45394761	1	chr19:45981680-45981935
chr19:45392761-45394761	1	chr19:46319965-46320115
chr19:45811525-45811675	1	chr19:45942780-45943010
chr19:45811525-45811675	1	chr19:45953361-45955361
chr19:45811525-45811675	1	chr19:45953761-45955761
chr19:45811525-45811675	1	chr19:45972165-45972315
chr19:45811525-45811675	1	chr19:45980761-45982761
chr19:45811525-45811675	1	chr19:45981680-45981935
chr19:45811525-45811675	1	chr19:46319965-46320115
chr19:45942780-45943010	1	chr19:45953361-45955361
chr19:45942780-45943010	1	chr19:45953761-45955761
chr19:45942780-45943010	1	chr19:45972165-45972315
chr19:45942780-45943010	1	chr19:45980761-45982761
chr19:45942780-45943010	1	chr19:45981680-45981935
chr19:45942780-45943010	1	chr19:46319965-46320115
chr19:45953361-45955361	1	chr19:45953761-45955761
chr19:45953361-45955361	1	chr19:45972165-45972315
chr19:45953361-45955361	1	chr19:45980761-45982761
chr19:45953361-45955361	1	chr19:45981680-45981935
chr19:45953361-45955361	1	chr19:46319965-46320115
chr19:45953761-45955761	1	chr19:45972165-45972315
chr19:45953761-45955761	1	chr19:45980761-45982761
chr19:45953761-45955761	1	chr19:45981680-45981935
chr19:45953761-45955761	1	chr19:46319965-46320115
chr19:45972165-45972315	1	chr19:45980761-45982761
chr19:45972165-45972315	1	chr19:45981680-45981935
chr19:45972165-45972315	1	chr19:46319965-46320115
chr19:45980761-45982761	1	chr19:45981680-45981935
chr19:45980761-45982761	1	chr19:46319965-46320115
chr19:45981680-45981935	1	chr19:46319965-46320115
chr1:105934-107935	1	chr7:101129817-101130058
chr1:105934-107935	1	chr7:156583402-156584600
chr1:105934-107935	1	chr7:156583562-156584711
chr1:115299152-115301153	1	chr1:115299224-115301225
chr1:156468777-156470777	1	chr1:156559977-156561977
chr1:156468777-156470777	1	chr1:156645520-156645790
chr1:156559977-156561977	1	chr1:156645520-156645790
chr1:162019969-162021969	1	chr1:162020000-162022000
chr1:2244941-2246941	1	chr1:2346941-2348941
chr1:2244941-2246941	1	chr1:2473421-2482159
chr1:2244941-2246941	1	chr1:2474240-2481266
chr1:2246305-2246495	1	chr1:2614541-2616541
chr1:2246305-2246495	1	chr1:2616941-2618941
chr1:2346941-2348941	1	chr1:2473421-2482159
chr1:2346941-2348941	1	chr1:2474240-2481266
chr1:241012202-241013200	1	chr9:21974127-21976127
chr1:241012202-241013200	1	chr9:22071264-22073264
chr1:241012202-241013200	1	chr9:22072402-22073600
chr1:241012202-241013200	1	chr9:22075795-22077795
chr1:241012202-241013200	1	chr9:22093330-22095330
chr1:241012202-241013200	1	chr9:22096002-22099600
chr1:241012202-241013200	1	chr9:22101602-22110600
chr1:241012202-241013200	1	chr9:22110602-22120000
chr1:241012202-241013200	1	chr9:22123402-22125200
chr1:2473421-2482159	1	chr1:2474240-2481266
chr1:2614541-2616541	1	chr1:2616941-2618941
chr1:26437008-26439009	1	chr1:26798602-26799000
chr1:26437008-26439009	1	chr1:27092402-27102800
chr1:26437008-26439009	1	chr1:27491202-27494000
chr1:26437008-26439009	1	chr1:27719602-27726400
chr1:26798602-26799000	1	chr1:27092402-27102800
chr1:26798602-26799000	1	chr1:27491202-27494000
chr1:26798602-26799000	1	chr1:27719602-27726400
chr1:27092402-27102800	1	chr1:27491202-27494000
chr1:27092402-27102800	1	chr1:27719602-27726400
chr1:27491202-27494000	1	chr1:27719602-27726400
chr1:47703954-47705983	1	chr1:47780992-47782224
chr1:59249452-59251452	1	chr1:59250097-59252097
chr1:93009202-93009400	1	chr9:134250000-134270000
chr1:93009202-93009400	1	chr9:135460000-135540961
chr20:32603402-32618600	1	chr20:32645602-32658600
chr20:45989520-45989795	1	chr20:46180594-46182594
chr20:45989520-45989795	1	chr20:46308194-46310194
chr20:45989520-45989795	1	chr20:46471574-46474237
chr20:45989520-45989795	1	chr20:46596925-46629770
chr20:45989520-45989795	1	chr20:46600794-46602794
chr20:45989520-45989795	1	chr20:46607484-46625994
chr20:45989520-45989795	1	chr20:46686594-46688594
chr20:45989520-45989795	1	chr20:46697275-46716858
chr20:45989520-45989795	1	chr20:46774657-46824217
chr20:45989520-45989795	1	chr20:46775569-46780963
chr20:45989520-45989795	1	chr20:46778394-46780394
chr20:45989520-45989795	1	chr20:46795661-46801089
chr20:45989520-45989795	1	chr20:46829594-46831594
chr20:45989520-45989795	1	chr20:47364594-47366594
chr20:45989520-45989795	1	chr20:52699874-52705785
chr20:45989520-45989795	1	chr20:52700009-52706788
chr20:45989520-45989795	1	chr20:52746491-52752686
chr20:46180594-46182594	1	chr20:46308194-46310194
chr20:46180594-46182594	1	chr20:46471574-46474237
chr20:46180594-46182594	1	chr20:46596925-46629770
chr20:46180594-46182594	1	chr20:46600794-46602794
chr20:46180594-46182594	1	chr20:46607484-46625994
chr20:46180594-46182594	1	chr20:46686594-46688594
chr20:46180594-46182594	1	chr20:46697275-46716858
chr20:46180594-46182594	1	chr20:46774657-46824217
chr20:46180594-46182594	1	chr20:46775569-46780963
chr20:46180594-46182594	1	chr20:46778394-46780394
chr20:46180594-46182594	1	chr20:46795661-46801089
chr20:46180594-46182594	1	chr20:46829594-46831594
chr20:46180594-46182594	1	chr20:47364594-47366594
chr20:46180594-46182594	1	chr20:52699874-52705785
chr20:46180594-46182594	1	chr20:52700009-52706788
chr20:46180594-46182594	1	chr20:52746491-52752686
chr20:46308194-46310194	1	chr20:46471574-46474237
chr20:46308194-46310194	1	chr20:46596925-46629770
chr20:46308194-46310194	1	chr20:46600794-46602794
chr20:46308194-46310194	1	chr20:46607484-46625994
chr20:46308194-46310194	1	chr20:46686594-46688594
chr20:46308194-46310194	1	chr20:46697275-46716858
chr20:46308194-46310194	1	chr20:46774657-46824217
chr20:46308194-46310194	1	chr20:46775569-46780963
chr20:46308194-46310194	1	chr20:46778394-46780394
chr20:46308194-46310194	1	chr20:46795661-46801089
chr20:46308194-46310194	1	chr20:46829594-46831594
chr20:46308194-46310194	1	chr20:47364594-47366594
chr20:46308194-46310194	1	chr20:52699874-52705785
chr20:46308194-46310194	1	chr20:52700009-52706788
chr20:46308194-46310194	1	chr20:52746491-52752686
chr20:46471574-46474237	1	chr20:46596925-46629770
chr20:46471574-46474237	1	chr20:46600794-46602794
chr20:46471574-46474237	1	chr20:46607484-46625994
chr20:46471574-46474237	1	chr20:46686594-46688594
chr20:46471574-46474237	1	chr20:46697275-46716858
chr20:46471574-46474237	1	chr20:46774657-46824217
chr20:46471574-46474237	1	chr20:46775569-46780963
chr20:46471574-46474237	1	chr20:46778394-46780394
chr20:46471574-46474237	1	chr20:46795661-46801089
chr20:46471574-46474237	1	chr20:46829594-46831594
chr20:46471574-46474237	1	chr20:47364594-47366594
chr20:46471574-46474237	1	chr20:52699874-52705785
chr20:46471574-46474237	1	chr20:52700009-52706788
chr20:46471574-46474237	1	chr20:52746491-52752686
chr20:46596925-46629770	1	chr20:46600794-46602794
chr20:46596925-46629770	1	chr20:46607484-46625994
chr20:46596925-46629770	1	chr20:46686594-46688594
chr20:46596925-46629770	1	chr20:46697275-46716858
chr20:46596925-46629770	1	chr20:46774657-46824217
chr20:46596925-46629770	1	chr20:46775569-46780963
chr20:46596925-46629770	1	chr20:46778394-46780394
chr20:46596925-46629770	1	chr20:46795661-46801089
chr20:46596925-46629770	1	chr20:46829594-46831594
chr20:46596925-46629770	1	chr20:47364594-47366594
chr20:46596925-46629770	1	chr20:52699874-52705785
chr20:46596925-46629770	1	chr20:52700009-52706788
chr20:46596925-46629770	1	chr20:52746491-52752686
chr20:46600794-46602794	1	chr20:46607484-46625994
chr20:46600794-46602794	1	chr20:46686594-46688594
chr20:46600794-46602794	1	chr20:46697275-46716858
chr20:46600794-46602794	1	chr20:46774657-46824217
chr20:46600794-46602794	1	chr20:46775569-46780963
chr20:46600794-46602794	1	chr20:46778394-46780394
chr20:46600794-46602794	1	chr20:46795661-46801089
chr20:46600794-46602794	1	chr20:46829594-46831594
chr20:46600794-46602794	1	chr20:47364594-47366594
chr20:46600794-46602794	1	chr20:52699874-52705785
chr20:46600794-46602794	1	chr20:52700009-52706788
chr20:46600794-46602794	1	chr20:52746491-52752686
chr20:46607484-46625994	1	chr20:46686594-46688594
chr20:46607484-46625994	1	chr20:46697275-46716858
chr20:46607484-46625994	1	chr20:46774657-46824217
chr20:46607484-46625994	1	chr20:46775569-46780963
chr20:46607484-46625994	1	chr20:46778394-46780394
chr20:46607484-46625994	1	chr20:46795661-46801089
chr20:46607484-46625994	1	chr20:46829594-46831594
chr20:46607484-46625994	1	chr20:47364594-47366594
chr20:46607484-46625994	1	chr20:52699874-52705785
chr20:46607484-46625994	1	chr20:52700009-52706788
chr20:46607484-46625994	1	chr20:52746491-52752686
chr20:46686594-46688594	1	chr20:46697275-46716858
chr20:46686594-46688594	1	chr20:46774657-46824217
chr20:46686594-46688594	1	chr20:46775569-46780963
chr20:46686594-46688594	1	chr20:46778394-46780394
chr20:46686594-46688594	1	chr20:46795661-46801089
chr20:46686594-46688594	1	chr20:46829594-46831594
chr20:46686594-46688594	1	chr20:47364594-47366594
chr20:46686594-46688594	1	chr20:52699874-52705785
chr20:46686594-46688594	1	chr20:52700009-52706788
chr20:46686594-46688594	1	chr20:52746491-52752686
chr20:46697275-46716858	1	chr20:46774657-46824217
chr20:46697275-46716858	1	chr20:46775569-46780963
chr20:46697275-46716858	1	chr20:46778394-46780394
chr20:46697275-46716858	1	chr20:46795661-46801089
chr20:46697275-46716858	1	chr20:46829594-46831594
chr20:46697275-46716858	1	chr20:47364594-47366594
chr20:46697275-46716858	1	chr20:52699874-52705785
chr20:46697275-46716858	1	chr20:52700009-52706788
chr20:46697275-46716858	1	chr20:52746491-52752686
chr20:46774657-46824217	1	chr20:46775569-46780963
chr20:46774657-46824217	1	chr20:46778394-46780394
chr20:46774657-46824217	1	chr20:46795661-46801089
chr20:46774657-46824217	1	chr20:46829594-46831594
chr20:46774657-46824217	1	chr20:47364594-47366594
chr20:46774657-46824217	1	chr20:52699874-52705785
chr20:46774657-46824217	1	chr20:52700009-52706788
chr20:46774657-46824217	1	chr20:52746491-52752686
chr20:46775569-46780963	1	chr20:46778394-46780394
chr20:46775569-46780963	1	chr20:46795661-46801089
chr20:46775569-46780963	1	chr20:46829594-46831594
chr20:46775569-46780963	1	chr20:47364594-47366594
chr20:46775569-46780963	1	chr20:52699874-52705785
chr20:46775569-46780963	1	chr20:52700009-52706788
chr20:46775569-46780963	1	chr20:52746491-52752686
chr20:46778394-46780394	1	chr20:46795661-46801089
chr20:46778394-46780394	1	chr20:46829594-46831594
chr20:46778394-46780394	1	chr20:47364594-47366594
chr20:46778394-46780394	1	chr20:52699874-52705785
chr20:46778394-46780394	1	chr20:52700009-52706788
chr20:46778394-46780394	1	chr20:52746491-52752686
chr20:46795661-46801089	1	chr20:46829594-46831594
chr20:46795661-46801089	1	chr20:47364594-47366594
chr20:46795661-46801089	1	chr20:52699874-52705785
chr20:46795661-46801089	1	chr20:52700009-52706788
chr20:46795661-46801089	1	chr20:52746491-52752686
chr20:46829594-46831594	1	chr20:47364594-47366594
chr20:46829594-46831594	1	chr20:52699874-52705785
chr20:46829594-46831594	1	chr20:52700009-52706788
chr20:46829594-46831594	1	chr20:52746491-52752686
chr20:47119394-47121394	1	chr20:47374194-47376194
chr20:47119394-47121394	1	chr20:47374855-47379348
chr20:47364594-47366594	1	chr20:52699874-52705785
chr20:47364594-47366594	1	chr20:52700009-52706788
chr20:47364594-47366594	1	chr20:52746491-52752686
chr20:47374194-47376194	1	chr20:47374855-47379348
chr20:52699874-52705785	1	chr20:52700009-52706788
chr20:52699874-52705785	1	chr20:52746491-52752686
chr20:52700009-52706788	1	chr20:52746491-52752686
chr20:55683202-55685000	1	chr20:55700207-55702208
chr20:55683202-55685000	1	chr20:55701731-55703732
chr20:55683202-55685000	1	chr20:55773202-55775000
chr20:55683202-55685000	1	chr20:55794802-55796000
chr20:55683202-55685000	1	chr20:55828393-55830394
chr20:55700207-55702208	1	chr20:55701731-55703732
chr20:55700207-55702208	1	chr20:55773202-55775000
